FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1008807|Atlantic Ocean|Sea|NC|37|Dare|055|351332N|0753344W|35.2254551|-75.5620973|||||0|0|Cape Hatteras|06/17/1980|06/13/2008
1612860|Virgin Passage|Channel|PR|72|Culebra|049|181953N|0650959W|18.3313445|-65.1662664|||||0|0|Culebra OE E|02/13/1981|
1613021|Caribbean Sea|Sea|PR|72|Ponce|113|150001N|0750001W|15.0002778|-75.0002778|||||0|0|Unknown|02/13/1981|03/01/2006
1613639|WSTA-AM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182003N|0645716W|18.3341231|-64.9543131|||||19|62|Central Saint Thomas|08/01/1994|
1613640|WSTA-AM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182003N|0645716W|18.3341231|-64.9543131|||||19|62|Central Saint Thomas|08/01/1994|
1613641|WVWI-AM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182004N|0645640W|18.3344008|-64.9443126|||||13|43|Central Saint Thomas|08/01/1994|
1613642|WVWI-AM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182004N|0645640W|18.3344008|-64.9443126|||||13|43|Central Saint Thomas|08/01/1994|
1613643|WGOD-AM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|181850N|0645301W|18.3138434|-64.8834754|||||5|16|Central Saint Thomas|08/01/1994|
1613644|WSTX-AM (Christiansted)|Tower|VI|78|St. Croix|010|174516N|0644137W|17.7544173|-64.6934751|||||14|46|Christiansted|08/01/1994|
1613645|WSTX-AM (Christiansted)|Tower|VI|78|St. Croix|010|174516N|0644137W|17.7544173|-64.6934751|||||14|46|Christiansted|08/01/1994|
1613646|WRRA-AM (Frederiksted)|Tower|VI|78|St. Croix|010|174321N|0645302W|17.7224742|-64.8837575|||||3|10|Frederiksted|08/01/1994|
1613647|WRRA-AM (Frederiksted)|Tower|VI|78|St. Croix|010|174321N|0645302W|17.7224742|-64.8837575|||||3|10|Frederiksted|08/01/1994|
1613648|WTBN-FM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182116N|0645642W|18.354401|-64.9448683|||||454|1489|Central Saint Thomas|08/01/1994|
1613649|WGOD-FM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182118N|0645759W|18.3549562|-64.966258|||||420|1378|Central Saint Thomas|08/01/1994|
1613650|WIYC-FM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182127N|0645821W|18.357456|-64.9723691|||||450|1476|Central Saint Thomas|08/01/1994|
1613651|WVGN-FM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182126N|0645817W|18.3571783|-64.971258|||||458|1503|Central Saint Thomas|08/01/1994|
1613652|WIVI-FM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182126N|0645817W|18.3571783|-64.971258|||||458|1503|Central Saint Thomas|08/01/1994|
1613653|WVGN-FM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182126N|0645817W|18.3571783|-64.971258|||||458|1503|Central Saint Thomas|08/01/1994|
1613654|WIYC-FM (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182124N|0645820W|18.3566227|-64.9720913|||||464|1522|Central Saint Thomas|08/01/1994|
1613655|WVIS-FM (Christiansted)|Tower|VI|78|St. Croix|010|174444N|0645010W|17.7455289|-64.8359792|||||283|928|Frederiksted|08/01/1994|
1613656|WVIS-FM (Christiansted)|Tower|VI|78|St. Croix|010|174444N|0645010W|17.7455289|-64.8359792|||||283|928|Frederiksted|08/01/1994|
1613657|WSTX-FM (Christiansted)|Tower|VI|78|St. Croix|010|174513N|0644754W|17.7535841|-64.7982008|||||297|974|Christiansted|08/01/1994|
1613658|WVIQ-FM (Christiansted)|Tower|VI|78|St. Croix|010|174513N|0644754W|17.7535841|-64.7982008|||||297|974|Christiansted|08/01/1994|
1613659|WJKC-FM (Christiansted)|Tower|VI|78|St. Croix|010|174346N|0644118W|17.7294182|-64.688198|||||223|732|Christiansted|08/01/1994|
1613660|WAVI-FM (Christiansted)|Tower|VI|78|St. Croix|010|174346N|0644118W|17.7294182|-64.688198|||||223|732|Christiansted|08/01/1994|
1613661|WDCM-FM (Cruz Bay)|Tower|VI|78|St. John|020|182010N|0644338W|18.3360655|-64.7273589|||||360|1181|Western Saint John|08/01/1994|
1613662|WDCM-FM (Cruz Bay)|Tower|VI|78|St. John|020|182023N|0644357W|18.3396765|-64.7326368|||||369|1211|Western Saint John|08/01/1994|
1613663|WIUJ-FM (Saint Thomas)|Tower|VI|78|St. Thomas|030|182116N|0645642W|18.354401|-64.9448683|||||454|1489|Central Saint Thomas|08/01/1994|
1613664|Cyril E King Airport|Airport|VI|78|St. Thomas|030|182006N|0645820W|18.3349987|-64.9722077|||||15|49|Charlotte Amalie|08/01/1994|12/18/2011
1613665|Stouffer Grand Beach Resort Heliport|Airport|VI|78|St. Thomas|030|182037N|0645413W|18.3435657|-64.9034764|||||188|617|Central Saint Thomas|08/01/1994|
1613666|Charlotte Amalie Harbor Seaplane Base|Airport|VI|78|St. Thomas|030|182011N|0645625W|18.3363451|-64.9401458|||||0|0|Central Saint Thomas|08/01/1994|
1613667|Saint Thomas Waterfront Heliport|Airport|VI|78|St. Thomas|030|182011N|0645620W|18.336345|-64.9387568|||||0|0|Central Saint Thomas|08/01/1994|
1613668|Henry E Rohlsen Airport|Airport|VI|78|St. Croix|010|174158N|0644745W|17.6994056|-64.7958839|||||4|13|Long Point|08/01/1994|12/18/2011
1613669|Christiansted Harbor-SSB Seaplane Base|Airport|VI|78|St. Croix|010|174442N|0644216W|17.7449731|-64.7043089|||||7|23|Christiansted|08/01/1994|
1613670|Cruz Bay Seaplane Base|Airport|VI|78|St. John|020|182005N|0644756W|18.3346763|-64.7990276|||||0|0|Eastern Saint Thomas|08/01/1994|
1613671|Frenchmans Reef Heliport|Airport|VI|78|St. Thomas|030|181904N|0645518W|18.3177329|-64.921533|||||0|0|Central Saint Thomas|08/01/1994|
1613672|WBNB-TV (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182116N|0645642W|18.354401|-64.9448683|||||454|1489|Central Saint Thomas|08/01/1994|
1613673|WBNB-TV (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182116N|0645642W|18.354401|-64.9448683|||||454|1489|Central Saint Thomas|08/01/1994|
1613674|WTJX-TV (Charlotte Amalie)|Tower|VI|78|St. Thomas|030|182119N|0645649W|18.3552344|-64.9468129|||||455|1493|Central Saint Thomas|08/01/1994|
1613675|WSVI-TV (Christiansted)|Tower|VI|78|St. Croix|010|174513N|0644754W|17.7535841|-64.7982008|||||297|974|Christiansted|08/01/1994|
1613676|Adelphi|Populated Place|VI|78|St. Thomas|030|182054N|0645901W|18.3482891|-64.9834807|||||82|269|Central Saint Thomas|01/26/1981|
1613677|Adrian|Populated Place|VI|78|St. John|020|182029N|0644606W|18.3413429|-64.7684711|||||180|591|Western Saint John|01/26/1981|
1613678|Adventure|Locale|VI|78|St. Croix|010|174242N|0644837W|17.7116413|-64.8101458|||||47|154|Frederiksted|01/26/1981|
1613679|Ajax Peak|Summit|VI|78|St. John|020|182123N|0644336W|18.3563425|-64.7268034|||||281|922|Western Saint John|01/26/1981|
1613680|Aldershvile Hill|Summit|VI|78|St. Croix|010|174435N|0644304W|17.7430287|-64.7176429|||||97|318|Christiansted|01/26/1981|
1613681|All for the Better|Locale|VI|78|St. Croix|010|174440N|0643932W|17.7444179|-64.6587527|||||22|72|East Point|01/26/1981|
1613682|Allandale|Populated Place|VI|78|St. Croix|010|174341N|0645025W|17.7280296|-64.840146|||||97|318|Frederiksted|01/26/1981|
1613683|Altona|Populated Place|VI|78|St. Croix|010|174441N|0644139W|17.7446955|-64.6940308|||||8|26|Christiansted|01/26/1981|
1613684|Altona|Populated Place|VI|78|St. Thomas|030|182020N|0645656W|18.3388456|-64.9487576|||||6|20|Central Saint Thomas|01/26/1981|
1613685|Altona Lagoon|Bay|VI|78|St. Croix|010|174505N|0644117W|17.7513619|-64.6879195|||||0|0|Christiansted|01/26/1981|
1613686|America Hill|Summit|VI|78|St. John|020|182113N|0644501W|18.3535648|-64.750415|||||123|404|Western Saint John|01/26/1981|
1613687|America Point|Cape|VI|78|St. John|020|182129N|0644501W|18.3580091|-64.750415|||||3|10|Western Saint John|01/26/1981|
1613688|Anguilla|Populated Place|VI|78|St. Croix|010|174224N|0644648W|17.7066414|-64.7798676|||||10|33|Christiansted|01/26/1981|
1613689|Anna Point|Cape|VI|78|St. John|020|182208N|0644402W|18.368842|-64.7340258|||||30|98|Western Saint John|01/26/1981|
1613690|Annaberg|Populated Place|VI|78|St. John|020|182147N|0644348W|18.3630089|-64.7301369|||||25|82|Western Saint John|01/26/1981|
1613691|Annaberg|Populated Place|VI|78|St. Croix|010|174242N|0644628W|17.7116411|-64.7743119|||||15|49|Christiansted|01/26/1981|
1613692|Annaberg Point|Cape|VI|78|St. John|020|182152N|0644340W|18.3643978|-64.7279145|||||8|26|Western Saint John|01/26/1981|
1613693|Annaly|Populated Place|VI|78|St. Croix|010|174459N|0645116W|17.7496954|-64.8543126|||||201|659|Frederiksted|01/26/1981|
1613694|Annaly Bay|Bay|VI|78|St. Croix|010|174547N|0645100W|17.7630282|-64.849868|||||10|33|Frederiksted|01/26/1981|
1613695|Annas Hope|Populated Place|VI|78|St. Croix|010|174342N|0644344W|17.728307|-64.7287549|||||52|171|Christiansted|01/26/1981|
